#  english 75000
Differences between similar pairs of signatures
Sig 1                      Sig 2                      List 1                     List 2                     differences               
NULL-man                       

black        clergy       congress     english      french       fresh       
gentle       patrol       police       sales        states       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        770 +       1005 =       1775
  Information in words as analyzed:        365 +         46 =        411
Average count of top 5 stems: 276

-------------------------

High frequency possible affixes 
Number of stems:  11

=============================================
e-ed-ing-ion                   

complet      devot        eliminat     locat        participat   promot      

-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        565 +       1017 =       1582
  Information in words as analyzed:        250 +         28 =        278
Average count of top 5 stems: 148

-------------------------

High frequency possible affixes 
Number of stems:  6

=============================================
NULL-n                         

africa       australia    broke        chose        easter       india       
julia        korea        shake        spoke        stole        undertake   
utopia       victoria     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        840 +        939 =       1779
  Information in words as analyzed:        445 +         53 =        498
Average count of top 5 stems: 110

-------------------------

High frequency possible affixes 
Number of stems:  14

=============================================
NULL-ion                       

abstract     confess      corrupt      deduct       except       format      
intent       quest        transit      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        650 +        877 =       1527
  Information in words as analyzed:        325 +         41 =        366
Average count of top 5 stems: 128

-------------------------

High frequency possible affixes 
Number of stems:  9

=============================================
NULL-ed-ion-ive                

attract      construct    detect       protect      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        445 +        948 =       1393
  Information in words as analyzed:        205 +         23 =        228
Average count of top 5 stems: 122

-------------------------

High frequency possible affixes 
Number of stems:  4

=============================================
NULL-ary-s                     

mission      planet       reaction     second       secret       supplement  

-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        515 +        839 =       1354
  Information in words as analyzed:        255 +         26 =        281
Average count of top 5 stems: 215

-------------------------

High frequency possible affixes 
Number of stems:  6

=============================================
d-s                            

addresse     allie        applie       approache    attribute    dresse      
expresse     flashe       implie       marche       matche       passe       
possesse     presse       processe     relate       replie       stresse     
stretche     studie       supplie      switche      touche       varie       
wishe        witnesse     worrie       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:       1300 +       1141 =       2441
  Information in words as analyzed:        905 +        112 =       1017
Average count of top 5 stems: 136

-------------------------

High frequency possible affixes 
Number of stems:  27
         e    weight:    27 count:    27 **

=============================================
NULL-ed-er-ers-ing             

clean        listen       pitch        travel       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        470 +       1058 =       1528
  Information in words as analyzed:        180 +         20 =        200
Average count of top 5 stems: 120

-------------------------

High frequency possible affixes 
Number of stems:  4

=============================================
ng-on-ons-ve                   

collecti     passi        relati       selecti      suggesti     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        470 +        840 =       1310
  Information in words as analyzed:        215 +         22 =        237
Average count of top 5 stems: 129

-------------------------

High frequency possible affixes 
Number of stems:  5

=============================================
d-r                            

barbe        cleare       commande     compute      conditione   containe    
controlle    coole        forme        founde       heate        inquire     
interprete   kille        lighte       locke        murdere      parke       
preache      reminde      rubbe        showe        slowe        tende       
waite        walke        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:       1205 +       1029 =       2234
  Information in words as analyzed:        825 +        102 =        927
Average count of top 5 stems: 146

-------------------------

High frequency possible affixes 
Number of stems:  26
         e    weight:    26 count:    26 **

=============================================
NULL-ed-er-ing-s               

command      condition    contain      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        355 +        806 =       1161
  Information in words as analyzed:        175 +         13 =        188
Average count of top 5 stems: 218

-------------------------

High frequency possible affixes 
Number of stems:  3

=============================================
NULL-ity-ly                    

actual       personal     public       similar      vital        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        435 +        716 =       1151
  Information in words as analyzed:        205 +         24 =        229
Average count of top 5 stems: 266

-------------------------

High frequency possible affixes 
Number of stems:  5

=============================================
NULL-ed-er-ers-ing-s           

design       paint        report       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        385 +        950 =       1335
  Information in words as analyzed:        160 +         11 =        171
Average count of top 5 stems: 306

-------------------------

High frequency possible affixes 
Number of stems:  3

=============================================
ng-on                          

adopti       completi     devoti       eliminati    participati  penetrati   
promoti      reflecti     rotati       stimulati    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        645 +        780 =       1425
  Information in words as analyzed:        415 +         47 =        462
Average count of top 5 stems: 48

-------------------------

High frequency possible affixes 
Number of stems:  10
        ti    weight:    20 count:    10 **
         i    weight:    10 count:    10 **

=============================================
NULL-y                         

blood        eight        fault        guilt        health       might       
scott        storm        victor       wealth       worth        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        620 +        638 =       1258
  Information in words as analyzed:        315 +         38 =        353
Average count of top 5 stems: 241

-------------------------

High frequency possible affixes 
Number of stems:  11

=============================================
NULL-es                        

beach        bench        canvas       glass        negro        patch       
potato       sketch       speech       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        560 +        642 =       1202
  Information in words as analyzed:        275 +         34 =        309
Average count of top 5 stems: 98

-------------------------

High frequency possible affixes 
Number of stems:  9

=============================================
NULL-er                        

bright       broad        cheap        chest        ranch        small       
sweat        tough        young        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        545 +        606 =       1151
  Information in words as analyzed:        260 +         33 =        293
Average count of top 5 stems: 262

-------------------------

High frequency possible affixes 
Number of stems:  9

=============================================
NULL-d-r-rs-s                  

dance        observe      produce      trade        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        380 +        686 =       1066
  Information in words as analyzed:        165 +         15 =        180
Average count of top 5 stems: 185

-------------------------

High frequency possible affixes 
Number of stems:  4

=============================================
e-ion                          

communicat   composit     cooperat     corporat     definit      equat       
opposit      precis       terminat     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        560 +        649 =       1209
  Information in words as analyzed:        355 +         42 =        397
Average count of top 5 stems: 93

-------------------------

High frequency possible affixes 
Number of stems:  9

=============================================
e-ity                          

activ        compulsiv    creativ      divers       intens       matur       
mobil        productiv    secur        sensitiv     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        575 +        616 =       1191
  Information in words as analyzed:        345 +         42 =        387
Average count of top 5 stems: 115

-------------------------

High frequency possible affixes 
Number of stems:  10

=============================================
NULL-ed-ing-ion-ive-s          

prevent      suggest      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        280 +        756 =       1036
  Information in words as analyzed:        150 +          8 =        158
Average count of top 5 stems: 208

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
ied-y                          

accompan     clarif       identif      justif       occup        qualif      
satisf       simplif      specif       testif       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        565 +        585 =       1150
  Information in words as analyzed:        335 +         40 =        375
Average count of top 5 stems: 54

-------------------------

High frequency possible affixes 
Number of stems:  10

=============================================
e-ed-es-ing-ion-or-ors         

indicat      operat       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        285 +        784 =       1069
  Information in words as analyzed:        145 +         13 =        158
Average count of top 5 stems: 318

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-ed-ion                    

elect        predict      react        restrict     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        345 +        564 =        909
  Information in words as analyzed:        170 +         20 =        190
Average count of top 5 stems: 84

-------------------------

High frequency possible affixes 
Number of stems:  4

=============================================
NULL-ity-s                     

author       christian    human        uniform      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        335 +        532 =        867
  Information in words as analyzed:        175 +         16 =        191
Average count of top 5 stems: 191

-------------------------

High frequency possible affixes 
Number of stems:  4

=============================================
e-y                            

comfortabl   conceivabl   considerabl  favorabl     gentl        greas       
inevitabl    multipl      notabl       possibl      probabl      reasonabl   
remarkabl    simpl        terribl      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        800 +        800 =       1600
  Information in words as analyzed:        585 +         68 =        653
Average count of top 5 stems: 258

-------------------------

High frequency possible affixes 
Number of stems:  15
        bl    weight:    22 count:    11   
         l    weight:    14 count:    14 **

=============================================
NULL-ed-ive-s                  

effect       respect      subject      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        295 +        551 =        846
  Information in words as analyzed:        150 +         12 =        162
Average count of top 5 stems: 306

-------------------------

High frequency possible affixes 
Number of stems:  3

=============================================
e-ed-es-ion                    

associat     constitut    graduat      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        285 +        514 =        799
  Information in words as analyzed:        160 +         15 =        175
Average count of top 5 stems: 133

-------------------------

High frequency possible affixes 
Number of stems:  3

=============================================
NULL-ed-es                     

flash        stress       switch       witness      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        320 +        481 =        801
  Information in words as analyzed:        160 +         18 =        178
Average count of top 5 stems: 85

-------------------------

High frequency possible affixes 
Number of stems:  4

=============================================
NULL-ful-s                     

meaning      power        thought      youth        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        320 +        482 =        802
  Information in words as analyzed:        160 +         15 =        175
Average count of top 5 stems: 334

-------------------------

High frequency possible affixes 
Number of stems:  4

=============================================
NULL-ism-s                     

catholic     liberal      protestant   
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        275 +        479 =        754
  Information in words as analyzed:        165 +         14 =        179
Average count of top 5 stems: 103

-------------------------

High frequency possible affixes 
Number of stems:  3

=============================================
cy-t                           

consisten    curren       decen        democra      efficien     frequen     
infan        presiden     secre        urgen        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        525 +        509 =       1034
  Information in words as analyzed:        340 +         40 =        380
Average count of top 5 stems: 146

-------------------------

High frequency possible affixes 
Number of stems:  10

=============================================
NULL-ed-ers-ing-s              

follow       support      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        235 +        529 =        764
  Information in words as analyzed:        130 +          8 =        138
Average count of top 5 stems: 434

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
e-ed-er-ers-ing                

manag        manufactur   
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        225 +        490 =        715
  Information in words as analyzed:        130 +         11 =        141
Average count of top 5 stems: 149

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
e-ed-er-ers-es-ing             

observ       produc       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        240 +        552 =        792
  Information in words as analyzed:        125 +         10 =        135
Average count of top 5 stems: 205

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
al-s                           

ethic        mathematic   mechanic     metaphysic   physic       politic     
statistic    tactic       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        465 +        507 =        972
  Information in words as analyzed:        320 +         36 =        356
Average count of top 5 stems: 126

-------------------------

High frequency possible affixes 
Number of stems:  8

=============================================
NULL-ful                       

cheer        dread        faith        grace        peace        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        325 +        390 =        715
  Information in words as analyzed:        160 +         20 =        180
Average count of top 5 stems: 86

-------------------------

High frequency possible affixes 
Number of stems:  5

=============================================
NULL-ed-ful-s                  

color        doubt        skill        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        270 +        459 =        729
  Information in words as analyzed:        125 +          9 =        134
Average count of top 5 stems: 174

-------------------------

High frequency possible affixes 
Number of stems:  3

=============================================
NULL-er-ers-s                  

commission   engine       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        210 +        424 =        634
  Information in words as analyzed:        130 +          9 =        139
Average count of top 5 stems: 145

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
r-st                           

bigge        deepe        earlie       greate       harde        highe       
neare        smalle       stronge      younge       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        480 +        415 =        895
  Information in words as analyzed:        295 +         36 =        331
Average count of top 5 stems: 163

-------------------------

High frequency possible affixes 
Number of stems:  10
         e    weight:    10 count:    10 **

=============================================
ion-or                         

administrat  profess      prosecut     refrigerat   
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        300 +        425 =        725
  Information in words as analyzed:        205 +         22 =        227
Average count of top 5 stems: 81

-------------------------

High frequency possible affixes 
Number of stems:  4

=============================================
NULL-ed-ing-ly-s               

order        present      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        220 +        463 =        683
  Information in words as analyzed:        120 +          7 =        127
Average count of top 5 stems: 535

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
's-NULL-al-s                   

government   nation       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        200 +        384 =        584
  Information in words as analyzed:        125 +          9 =        134
Average count of top 5 stems: 621

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-t                         

brand        chris        forge        modes        rabbi        though      

-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        335 +        341 =        676
  Information in words as analyzed:        180 +         20 =        200
Average count of top 5 stems: 238

-------------------------

High frequency possible affixes 
Number of stems:  6

=============================================
NULL-ed-ing-ion                

adopt        discuss      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        210 +        421 =        631
  Information in words as analyzed:        120 +         13 =        133
Average count of top 5 stems: 141

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-d-r-rs                    

manage       manufacture  
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        195 +        367 =        562
  Information in words as analyzed:        125 +          9 =        134
Average count of top 5 stems: 133

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
al-e-ed-ing                    

arriv        refus        remov        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        240 +        360 =        600
  Information in words as analyzed:        115 +         11 =        126
Average count of top 5 stems: 135

-------------------------

High frequency possible affixes 
Number of stems:  3

=============================================
e-es-ing                       

becom        choos        sampl        strik        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        260 +        312 =        572
  Information in words as analyzed:        130 +         14 =        144
Average count of top 5 stems: 201

-------------------------

High frequency possible affixes 
Number of stems:  4

=============================================
NULL-ary-ed-s                  

bound        comment      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        190 +        343 =        533
  Information in words as analyzed:        110 +          7 =        117
Average count of top 5 stems: 87

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-ed-er-ing                 

found        preach       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        195 +        361 =        556
  Information in words as analyzed:        110 +         11 =        121
Average count of top 5 stems: 313

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-er-ers-ing                

build        fight        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        200 +        380 =        580
  Information in words as analyzed:        110 +         12 =        122
Average count of top 5 stems: 248

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-ism-ly                    

national     social       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        180 +        307 =        487
  Information in words as analyzed:        115 +         12 =        127
Average count of top 5 stems: 417

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-er-ers                    

should       southern     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        180 +        307 =        487
  Information in words as analyzed:        115 +         12 =        127
Average count of top 5 stems: 585

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
's-NULL-ism-ly-s               

individual   
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        130 +        325 =        455
  Information in words as analyzed:        110 +          5 =        115
Average count of top 5 stems: 354

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ary                       

parliament   revolution   
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        180 +        306 =        486
  Information in words as analyzed:        135 +         15 =        150
Average count of top 5 stems: 57

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-es-ful-ion-ive-or         

success      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        145 +        406 =        551
  Information in words as analyzed:        120 +         11 =        131
Average count of top 5 stems: 263

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-ing-ion-ive-or         

collect      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        145 +        406 =        551
  Information in words as analyzed:        120 +         11 =        131
Average count of top 5 stems: 197

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
al-e                           

agricultur   architectur  cultur       natur        reviv        sever       

-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        330 +        349 =        679
  Information in words as analyzed:        225 +         25 =        250
Average count of top 5 stems: 191

-------------------------

High frequency possible affixes 
Number of stems:  6

=============================================
NULL-ed-er-s                   

murder       remind       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        180 +        306 =        486
  Information in words as analyzed:        105 +          7 =        112
Average count of top 5 stems: 87

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-ed-t                      

complain     restrain     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        170 +        272 =        442
  Information in words as analyzed:        115 +          9 =        124
Average count of top 5 stems: 40

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-d-ly                      

complete     separate     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        170 +        272 =        442
  Information in words as analyzed:        115 +          9 =        124
Average count of top 5 stems: 248

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
al-e-ed                        

approv       propos       structur     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        205 +        261 =        466
  Information in words as analyzed:        125 +         12 =        137
Average count of top 5 stems: 124

-------------------------

High frequency possible affixes 
Number of stems:  3

=============================================
NULL-ed-er-ers-es-ing-s        

employ       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        145 +        406 =        551
  Information in words as analyzed:        115 +          3 =        118
Average count of top 5 stems: 129

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
ed-ion-ive                     

execut       impress      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        165 +        256 =        421
  Information in words as analyzed:        105 +         11 =        116
Average count of top 5 stems: 104

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
e-ed-es-ing-ion                

contribut    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        120 +        276 =        396
  Information in words as analyzed:        100 +          8 =        108
Average count of top 5 stems: 145

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-er-ers-ies-ing-s-y     

count        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        155 +        465 =        620
  Information in words as analyzed:        120 +          3 =        123
Average count of top 5 stems: 321

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ic                        

homer        pathet       patriot      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        195 +        235 =        430
  Information in words as analyzed:        120 +         14 =        134
Average count of top 5 stems: 23

-------------------------

High frequency possible affixes 
Number of stems:  3

=============================================
NULL-r-rs-s                    

office       write        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        165 +        256 =        421
  Information in words as analyzed:         95 +          7 =        102
Average count of top 5 stems: 388

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
ed-er-ing                      

comput       controll     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        160 +        241 =        401
  Information in words as analyzed:        105 +         10 =        115
Average count of top 5 stems: 58

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
ed-ion-or                      

educat       instruct     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        160 +        241 =        401
  Information in words as analyzed:        105 +         10 =        115
Average count of top 5 stems: 147

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-ed-ion-ly-or-ors          

direct       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        135 +        351 =        486
  Information in words as analyzed:        110 +          9 =        119
Average count of top 5 stems: 592

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-es-ing-ion             

express      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        125 +        300 =        425
  Information in words as analyzed:        105 +         10 =        115
Average count of top 5 stems: 229

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-er-s                      

chart        petition     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        155 +        227 =        382
  Information in words as analyzed:        100 +          8 =        108
Average count of top 5 stems: 58

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
's-NULL-n                      

america      russia       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        155 +        225 =        380
  Information in words as analyzed:        100 +          8 =        108
Average count of top 5 stems: 475

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-ion-ive-ly                

distinct     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        115 +        253 =        368
  Information in words as analyzed:        100 +         10 =        110
Average count of top 5 stems: 115

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-ing-ion-s              

reflect      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        120 +        276 =        396
  Information in words as analyzed:        100 +          4 =        104
Average count of top 5 stems: 139

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-er-ly                     

great        strong       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        155 +        225 =        380
  Information in words as analyzed:         95 +          9 =        104
Average count of top 5 stems: 595

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-ed-ing-ion-ive            

select       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        125 +        300 =        425
  Information in words as analyzed:        105 +         11 =        116
Average count of top 5 stems: 169

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
al-ed                          

dispos       inform       orient       renew        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        215 +        210 =        425
  Information in words as analyzed:        135 +         15 =        150
Average count of top 5 stems: 41

-------------------------

High frequency possible affixes 
Number of stems:  4

=============================================
ng-on-ve                       

creati       preventi     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        150 +        211 =        361
  Information in words as analyzed:        100 +          8 =        108
Average count of top 5 stems: 88

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-ism                       

capital      journal      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        150 +        210 =        360
  Information in words as analyzed:        105 +         12 =        117
Average count of top 5 stems: 77

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-d-rs                      

advise       settle       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        150 +        210 =        360
  Information in words as analyzed:         95 +          7 =        102
Average count of top 5 stems: 79

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
e-ed-es-ing-ion-ive-or         

creat        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        135 +        351 =        486
  Information in words as analyzed:        105 +          8 =        113
Average count of top 5 stems: 286

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ers                       

foreign      prison       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        145 +        196 =        341
  Information in words as analyzed:        100 +         12 =        112
Average count of top 5 stems: 116

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
d-r-rs-s                       

carrie       employe      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        145 +        196 =        341
  Information in words as analyzed:         90 +          8 =         98
Average count of top 5 stems: 132

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-ed-ers-ing                

perform      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        110 +        231 =        341
  Information in words as analyzed:         95 +         10 =        105
Average count of top 5 stems: 94

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
e-ed-es-ing-ity                

continu      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        110 +        231 =        341
  Information in words as analyzed:         90 +          7 =         97
Average count of top 5 stems: 367

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-r                         

commute      marty        merge        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        175 +        188 =        363
  Information in words as analyzed:        110 +         11 =        121
Average count of top 5 stems: 24

-------------------------

High frequency possible affixes 
Number of stems:  3

=============================================
NULL-al-ing-s                  

function     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        105 +        210 =        315
  Information in words as analyzed:         90 +          4 =         94
Average count of top 5 stems: 197

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ary-er-ers-s              

custom       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        115 +        253 =        368
  Information in words as analyzed:         95 +          3 =         98
Average count of top 5 stems: 113

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-ies-y                  

discover     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        105 +        210 =        315
  Information in words as analyzed:         90 +          4 =         94
Average count of top 5 stems: 168

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-ion-ive-s              

object       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        115 +        253 =        368
  Information in words as analyzed:         95 +          3 =         98
Average count of top 5 stems: 252

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-ful-ing-s              

wonder       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        115 +        253 =        368
  Information in words as analyzed:         95 +          3 =         98
Average count of top 5 stems: 207

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-ed-ing-or-ors-s           

visit        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        125 +        300 =        425
  Information in words as analyzed:        100 +          3 =        103
Average count of top 5 stems: 252

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
NULL-s-y                       

length       master       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        140 +        182 =        322
  Information in words as analyzed:         90 +          7 =         97
Average count of top 5 stems: 128

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-n-s                       

mistake      ratio        
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        140 +        183 =        323
  Information in words as analyzed:         90 +          7 =         97
Average count of top 5 stems: 65

-------------------------

High frequency possible affixes 
Number of stems:  2

=============================================
NULL-ed-es-ion                 

possess      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:        105 +        210 =        315
  Information in words as analyzed:         90 +          8 =         98
Average count of top 5 stems: 69

-------------------------

High frequency possible affixes 
Number of stems:  1

=============================================
al-e-ed-es-ing                 

practic      
-------------------------
