#  english 100000
Total number of letters in stems:  87109
Total number of letters in signatures:  45696
Total:  132805

------------------------------------------------------------------------------------------------------------------------------------------------------
Signature                                                   Stem count Robustness  Proportion of robustness          Running sum 
------------------------------------------------------------------------------------------------------------------------------------------------------
('NULL', 's')                                           1996           27020                   12.912%              12.912%
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +          3 =        108

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ght', 'ne', 'nes')           

sideli       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         70 +          7 =         77

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ine', "ine's", 'wood')       

cather       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         90 +         11 =        101

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'd', 'neck', 'necks', 's') 

bottle       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +          3 =        108

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ied', 'ies', 'ying')         

personif     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         90 +         10 =        100

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'an', 'ans')          

elizabeth    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         90 +          9 =         99

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('do', 't')                    

crescen      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         50 +          4 =         54

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'd', 'nce', 'ncy', 'nt', 'ntly', 's') 

compete      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        125 +          4 =        129

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ence', 'enced', 'ences', 'ment', 'ments') 

experi       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        145 +         19 =        164

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ence', 'ent', 'ing')         

diverg       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         80 +          9 =         89

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('a', 'ne')                    

assiniboi    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         60 +          5 =         65

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ed', 'er', 'ers', 'ing', 'ive', 's') 

support      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        125 +          4 =        129

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', 'ed', 'ion', 'ions', 'ory') 

congratulat  
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        120 +         11 =        131

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ed', 'ee', 'eeism', 'ia', 'ly') 

absent       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        115 +          9 =        124

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('c', 'ng', 'on', 'onal', 'ons', 've') 

operati      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +          8 =        113

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('nded',)                      

uninte       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         50 +          6 =         56

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', 'egoer', 'es', 'ical', 'icals') 

theatr       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        115 +         13 =        128

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ion', 'ions', 'ly')  

imperfect    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        110 +         11 =        121

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('cal', 'cally', 'cian', 'cians', 'que', 'ques') 

techni       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        150 +         18 =        168

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ary', 'ation', 's')  

sediment     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +          4 =        109

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'e', 'ed', 'ing', 'inge', 'ive', 'ively', 's', 'ual', 'uate') 

effect       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        180 +          8 =        188

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ally', 'ate', 'ated', 'ation', 'ator', 'ity') 

authentic    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        180 +         22 =        202

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ency', 'ent', 't', 'ts')     

defici       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         80 +          3 =         83

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'g', 'gly', 'gs')     

stirrin      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         85 +          5 =         90

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', 'ed', 'eness', 'es', 'tant', 'tants') 

surfac       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        125 +         13 =        138

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('l', 'ted')                   

cerebra      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         55 +          5 =         60

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('osm', 'urie')                

microc       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          8 =         73

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('a', "a's", 'as', 'e', 'gian', 'ians') 

carolin      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        110 +          9 =        119

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', 'ing', 'ion', 'ory')     

discriminat  
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +         10 =        115

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ic', 'ical', 'ics', 's') 

dialect      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +          4 =        109

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'act', 'acted', 'ed', 'feit', 'flow', 'man', 'part', 'parts', 'point', 's') 

counter      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        235 +          4 =        239

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ement', 'ing')               

resettl      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         75 +          9 =         84

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ed', 'er', 'ible', 'ing', 'ion', 's') 

corrupt      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        130 +          4 =        134

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ased', 'nting')              

unrele       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         75 +          9 =         84

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
("'s", 'NULL', 'man', 's', 'woman') 

council      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        110 +          7 =        117

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('kers', "th's")               

woolwor      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         75 +          9 =         84

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'l', 'ly')            

prodigal     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         75 +          4 =         79

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('m', 't', 'tes', 'ts')        

industrialis 
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         95 +          7 =        102

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('eral', 'ery')                

periph       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          8 =         73

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('d', 'n', "n's", 's')         

patche       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         60 +          3 =         63

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('graph',)                     

seismo       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         55 +          7 =         62

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('l', 'lly', 'nce', 'tion')    

continua     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         95 +         10 =        105

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'al', 'ally', 'als', 's') 

incident     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        110 +          4 =        114

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('bute', 'buted', 'butes', 'butor', 'ct', 'cts') 

distri       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        150 +         18 =        168

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('es', 'ness')                 

disorderli   
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         80 +          8 =         88

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('on', 'ted', 'ty')            

disuni       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          5 =         70

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'er', 'ing', 's')     

spread       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         80 +          3 =         83

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('dom', 'ed', 'ing')           

christen     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         80 +          7 =         87

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ied', 'ying')                

horrif       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          8 =         73

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ng', 'on', 'onism', 'ons', 've') 

abstracti    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        115 +         10 =        125

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ate', 'ated', 'ating', 'ation', 'ator', 'ators') 

acceler      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        165 +         21 =        186

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'berry', 's')         

throne       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         80 +          3 =         83

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('a', 'o')                     

nishim       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         40 +          3 =         43

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'able', 'ably', 'ence', 'ences', 'ment', 'red', 'ring', 's') 

prefer       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        195 +          3 =        198

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ns', 's')            

alabama      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         70 +          4 =         74

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'l', 'ls')            

tribuna      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         70 +          4 =         74

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('lar', 'les')                 

arterio      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          7 =         72

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('acy', 'e', 'ely')            

suprem       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          5 =         70

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ate', 'ated', 'ating', 'ation', 'ius', 's') 

fabric       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        155 +          3 =        158

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('able', 'ite', 'itely', 'ity') 

indefin      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        110 +         13 =        123

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('m', 'ms', 't', 'tic')        

mechanis     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         75 +          6 =         81

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ople')               

adrian       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         70 +          9 =         79

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ncies', 'ncy', 'nt', 'nts', 'tion', 'tions') 

occupa       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        140 +         16 =        156

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('or', 's')                    

demean       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         45 +          3 =         48

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('l', 'lly', 'n')              

perennia     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          4 =         69

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ay', 'ell', 'ness', 's', 'ware') 

hollow       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        120 +          6 =        126

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'up')                 

screwed      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         65 +          6 =         71

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'istic', 'ize', 'ized', 'izes', 'izing', 's') 

character    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        175 +          5 =        180

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('aea',)                       

propyl       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         45 +          5 =         50

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
("'s", 'NULL', 'esque', 's')   

painter      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         95 +          4 =         99

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'us', 'usly')         

continuo     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         90 +          9 =         99

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('logy', 'us')                 

numero       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         60 +          6 =         66

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ic', 'ist', 'ists', 'y')     

psychiatr    
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         95 +          5 =        100

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ate', 'ated', 'ation', 'tive') 

vindic       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        110 +         13 =        123

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', 'egun', 'elike', 'ery', 'es', 'ist', 'ists', "ists'") 

machin       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        165 +         18 =        183

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ate', 'ated', 'ating', 'ees') 

corrobor     
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        115 +         13 =        128

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'able', 'e', 'ed', 'ing') 

obtain       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        100 +          5 =        105

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('d', 'st')                    

fainte       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         45 +          3 =         48

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', 'ed', 'es', 'ing', 'ion', 'ive', 'or') 

initiat      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        115 +          9 =        124

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('a', 'as', 'ic')              

panoram      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         60 +          4 =         64

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'bean', 'beans')      

castor       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         95 +         12 =        107

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ar', 'ose', 'oses')          

cellul       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         75 +          8 =         83

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', 'ed', 'eful', 'eless', 'ely', 'es', 'ive', 'ively') 

purpos       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        155 +         16 =        171

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('i', 'o')                     

cennin       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         40 +          3 =         43

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('rian', 'rians', 'ted')       

antiqua      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         95 +         11 =        106

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('es', 'nce', "nce's", 'nces') 

confere      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +         11 =        116

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'ing', 'ne')          

forego       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         75 +          8 =         83

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'less')               

rudder       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         70 +          9 =         79

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'able', 'd', 'ment', 'rs', 's') 

enforce      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        115 +          4 =        119

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('does', 'te', 'tely', 'tion') 

despera      
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        105 +         12 =        117

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('es', 'est', 'ness')          

loveli       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         75 +          8 =         83

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('ion', 'ives', 'or')          

interrogat   
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         95 +          9 =        104

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('e', "e's", 'ean', 'ian')     

shakespear   
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        100 +         10 =        110

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('nce', 'nces', 'rily', 'rius', 'ry', "ry's", 'te', 'ted', 'tes', 'ting', 'tion', 'tor') 

ordina       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:        230 +         25 =        255

-------------------------
Entropy-based stability:  0.0

High frequency possible affixes 
Number of stems:  1

=============================================
('NULL', 'till')               

stands       
-------------------------
                                         Phono      Ordering       Total
Information in words if unanalyzed:    1725685 +    1303827 =    3029512
  Information in words as analyzed:         70 +          9 =         79
